"a presto, assistente! spero che tu possa continuare ad aiutarmi a gestire la mia ipertensione.",saluti
Vorrei vedere un elenco di tutte le informazioni che ho dato recentemente.,richiestaDatGener
"ho fatto una nuova misurazione, la frequenza cardiaca è 70",inserDatiFreq
grazie,saluti
Ho iniziato una nuova dieta per ridurre il sale.,inserDatiGener
come il peso può influenzare il mio diabete?,fuoriContMed
Potrei controllare le ultime misurazioni della pressione che ho registrato nell’ultimo mese?,richiestaDatPress
La mia frequenza cardiaca attuale è 68 battiti al minuto.,inserDatiFreq
Qual è la mia media di pressione sanguigna degli ultimi nove mesi?,richiestaMediaPress
mi puoi dire a cosa serve tenere sotto controllo la pressione?,spiegazioni
Ho iniziato a fare yoga per aiutare a gestire lo stress.,inserDatiGener
Posso avere la media delle mie misurazioni di ieri?,richiestaMediaTot
La mia pressione sanguigna più recente è di 120/70 mmHg.,inserDatiPress
Media pressione ieri,richiestaMediaPress
Qual è il tuo sport preferito?,fuoriCont
posso inserire i dati della mia pressione sanguigna di questo mese?,richiestaInsDati
quali sono i trattamenti disponibili per l’artrite?,fuoriContMed
Quali sono le opzioni di trattamento farmacologico per l’ipertensione?,spiegazioni
A/B,inserDatiPress
ho avuto un episodio di vertigini questa mattina.,inserDatiGener
Desidero aggiornare il mio registro con le nuove misurazioni della pressione sanguigna.,richiestaInsDati
Ho registrato un valore di pressione sanguigna di 140/90 mmHg oggi.,inserDatiPress
"La mia pressione sanguigna e frequenza cardiaca sono di 125/75 mmHg e 70 bpm, secondo l’ultima misurazione.",inserDatiTot
come la contraccezione ormonale può influenzare l’ipertensione?,spiegazioni
quel è la mia frequenza media dell'ultimo mese?,richiestaMediaFreq
Ho smesso di bere tè nero da due settimane.,inserDatiGener
"Mi sento molto debole, cosa mi consigli?",pazienAllarmato
quali sono le opzioni di trattamento farmacologico per l’ipertensione?,spiegazioni
quali sono i trattamenti disponibili per l’ipertensione?,spiegazioni
La mia pressione sanguigna è 140/90.,inserDatiPress
Vorrei vedere tutte le informazioni che ho condiviso finora.,richiestaDatGener
Media pressione questa settimana,richiestaMediaPress
ho notato che la mia pressione sanguigna scende quando dormo bene.,inserDatiGener
Qual è la mia media di pressione sanguigna degli ultimi 7 giorni?,richiestaMediaPress
come la genetica può influenzare il mio rischio di cancro?,fuoriContMed
Sto cercando di consumare più frutta e verdura per mantenere una dieta equilibrata.,inserDatiGener
Ho iniziato a fare passeggiate regolari per aiutare a gestire la mia ipertensione.,inserDatiGener
Dammi le mie misurazioni della pressione sanguigna dell’ultimo mese in un grafico,richiestaDatPress
Desidero consultare le mie letture del battito cardiaco dell’ultima settimana.,richiestaDatFreq
Media frequenza questo mese,richiestaMediaFreq
non sono preoccupato per la mia ipertensione.,pazienteSereno
Potrei vedere le misurazioni che ho registrato nell’ultima settimana?,richiestaDatTot
Mi piacerebbe esaminare i dati sulla pressione che ho registrato negli ultimi 7 giorni.,richiestaDatPress
hai mai provato a dipingere?,fuoriCont
Ho notato che la mia pressione sanguigna scende quando dormo bene.,inserDatiGener
Dammi il valor medio di frequenza nell'ultima settimana,richiestaMediaFreq
Ho notato che la mia pressione sanguigna aumenta quando sono nervoso.,inserDatiGener
Quali sono le mie misurazioni della pressione dell’ultimo mese?,richiestaDatPress
Mi piacerebbe esaminare tutti i dati sulla frequenza  che ho registrato.,richiestaDatFreq
Ho appena misurato la mia pressione sanguigna e i valori sono 120/80 mmHg.,inserDatiPress
non ho ansia per la mia ipertensione.,pazienteSereno
ho avuto un episodio di palpitazioni ieri.,inserDatiGener
mostrami le statistiche sulla frequenza,richiestaDatFreq
Ho bisogno di inserire i miei ultimi valori di pressione arteriosa.,richiestaInsDati
Dammi il valor medio di pressione nell'ultima settimana,richiestaMediaPress
ho fatto delle misurazioni e quello che ho rilevato è una pressione di 130/90,inserDatiPress
Ho avuto problemi di sonno ultimamente.,inserDatiGener
ho paura che la mia ipertensione possa peggiorare.,pazienAllarmato
quali cambiamenti nello stile di vita posso fare per gestire l’ipertensione?,spiegazioni
come la menopausa può influenzare il mio peso?,fuoriContMed
Quando devo fare un collquio il mio cuore è infermabile.,pazienAllarmato
"Sono un po’ preoccupato, la mia pressione sanguigna è stata instabile ultimamente.",pazienAllarmato
posso registrare i dati della mia frequenza cardiaca del prossimo mese?,richiestaInsDati
ho avuto un episodio di sudorazione eccessiva la scorsa notte.,inserDatiGener
La mia pressione sanguigna è 120/80 e il mio battito cardiaco è 70.,inserDatiTot
Potresti mostrarmi le mie misurazioni della frequenza cardiaca dell’ultima settimana in un grafico?,richiestaDatFreq
Ho smesso di bere bevande energetiche da un mese.,inserDatiGener
Vorrei rivedere i dati sulla pressione che ho inserito nell’ultimo mese.,richiestaDatPress
posso aggiungere i dati della mia pressione sanguigna di questa settimana?,richiestaInsDati
Ricordami l'ultima misurazione,richiestaDatTot
come la genetica può influenzare l’ipertensione?,spiegazioni
posso inserire le mie ultime misurazioni?,richiestaInsDati
ho notato che la mia pressione sanguigna scende quando mi rilasso.,inserDatiGener
posso registrare i dati della mia frequenza cardiaca del mese scorso?,richiestaInsDati
"ciao, assistente! spero che tu possa darmi qualche suggerimento su come gestire la mia ipertensione.",saluti
Posso registrare la mia frequenza cardiaca di oggi?,richiestaInsDati
non ho ansia per la mia pressione alta.,pazienteSereno
Mi piacerebbe controllare tutte le letture della pressione che ho registrato.,richiestaDatPress
Vorrei vedere un elenco di tutte le informazioni che ho fornito finora.,richiestaDatGener
90,inserDatiFreq
"ho appena fatto un controllo, la mia pressione è 135/85.",inserDatiPress
La frequenza cardiaca è 80,inserDatiFreq
ho fatto una misurazione. Frequenza 80 e pressione 130/90,inserDatiTot
"Ho qualche misura di pressione alta ogni tanto, ma immagino sia normale",pazienteSereno
ho iniziato a meditare per aiutare a gestire lo stress.,inserDatiGener
quali sono i sintomi dell’ipertensione?,spiegazioni
Sto cercando di mantenere un peso sano per ridurre il rischio di ipertensione.,inserDatiGener
Qual è l'ultimo dato sulla pressione sanguigna?,richiestaDatPress
"Buonanotte, è bello fare affidamento su di te",saluti
Qual è la mia media di pressione sanguigna del mese scorso?,richiestaMediaPress
Mi piacerebbe esaminare i dati sulla frequenza cardiaca che ho registrato nell’ultimo mese.,richiestaDatFreq
Desidero consultare le mie letture più recenti della pressione.,richiestaDatPress
Posso avere la media delle mie misurazioni degli ultimi nove mesi?,richiestaMediaTot
Qual è la mia media di pressione sanguigna delle ultime quattro settimane?,richiestaMediaPress
ho notato che la mia pressione sanguigna aumenta quando sono stressato.,inserDatiGener
ho smesso di bere alcol da due settimane.,inserDatiGener
ho paura che la mia pressione alta possa causare problemi seri.,pazienAllarmato
Ti fornisco i dati: pressione è 130/85 e il mio battito cardiaco è 70.,inserDatiTot
Ho avuto una settimana molto tranquilla e la mia pressione sanguigna è rimasta stabile.,pazienteSereno
puoi dirmi il giusto metodo per misurare la pressione?,spiegazioni
Qual è la mia media di frequenza cardiaca di questo mese?,richiestaMediaFreq
Desidero conservare le mie recenti letture della pressione arteriosa nel mio registro sanitario.,richiestaInsDati
come il sonno può influenzare l’ipertensione?,spiegazioni
"Buonanotte, assistente! Grazie per avermi aiutato a capire meglio la mia ipertensione.",saluti
sono molto pacifico riguardo alla mia pressione alta.,pazienteSereno
Qual è la media delle mie misurazioni dell’anno scorso?,richiestaMediaTot
quali sono i valori di pressione nell'ultima settimana?,richiestaDatPress
Mi piacerebbe controllare i dati registrati nell’ultimo mese.,richiestaDatTot
Riporta le misurazioni della pressione arteriosa dell’ultima settimana graficamente,richiestaDatPress
Qual è la mia media di frequenza cardiaca dell’anno scorso?,richiestaMediaFreq
Posso avere un riepilogo di tutte le informazioni che ho dato recentemente?,richiestaDatGener
ho paura che la mia pressione alta possa causare problemi alla vista.,pazienAllarmato
Potrei vedere le misurazioni che ho registrato nell’ultimo mese?,richiestaDatTot
Potresti mostrarmi le mie misurazioni della pressione sanguigna dell’ultima settimana?,richiestaDatPress
"Ho appena misurato la mia pressione, è 130/85.",inserDatiPress
Posso aggiungere i dati della mia pressione sanguigna di domani?,richiestaInsDati
Mi piacerebbe esaminare i dati sulla frequenza che ho registrato nell’ultima settimana.,richiestaDatFreq
"Ho un forte mal di testa, cosa posso fare?",fuoriContMed
Ho notato che sto dormendo meglio da quando ho iniziato la nuova dieta.,pazienteSereno
Hai mai visitato il Colosseo?,fuoriCont
ho iniziato una nuova dieta per ridurre il sale.,inserDatiGener
Qual è la mia media di frequenza cardiaca degli ultimi 365 giorni?,richiestaMediaFreq
Una volta a settimana mangio la pizza,fuoriCont
Quali sono i dati delle ultime quattro settimane?,richiestaDatTot
Qual è la mia media di pressione sanguigna e frequenza cardiaca degli ultimi 7 giorni?,richiestaMediaTot
Qual è la mia media di frequenza cardiaca di quest’anno?,richiestaMediaFreq
Media frequenza ultimi 7 giorni,richiestaMediaFreq
Mi piacerebbe esaminare il dato più recente sulla frequenza che ho registrato.,richiestaDatFreq
ho iniziato una nuova dieta povera di zuccheri.,inserDatiGener
Ho notato che la mia pressione sanguigna è di 135/80 mmHg.,inserDatiPress
Mi sento in forma.,pazienteSereno
Posso avere un riepilogo di tutte le informazioni che ho dato in passato?,richiestaDatGener
Hai mai visitato la Costa Amalfitana?,fuoriCont
Qual è la mia media di pressione sanguigna di quest’anno?,richiestaMediaPress
Mi piacerebbe esaminare tutte le letture che ho registrato.,richiestaDatTot
Ho notato che il mio livello di stress è aumentato ultimamente.,inserDatiGener
Qual è la media delle mie misurazioni degli ultimi sei mesi?,richiestaMediaTot
Quali sono le possibili conseguenze associate all'ipertensione?,spiegazioni
ho paura che la mia pressione alta possa causare problemi di umore.,pazienAllarmato
Desidero visualizzare i miei dati sulla frequenza cardiaca degli ultimi sette giorni.,richiestaDatFreq
Vorrei rivedere i dati più recenti sulla pressione che ho inserito.,richiestaDatPress
Posso registrare i dati della mia frequenza cardiaca di quest’anno?,richiestaInsDati
Quali sono i fattori di rischio per l’ipertensione?,spiegazioni
Qual è la mia media di pressione sanguigna e frequenza cardiaca dell’anno scorso?,richiestaMediaTot
Ho avuto problemi di digestione.,fuoriContMed
Hai mai pensato di fare un viaggio in mongolfiera?,fuoriCont
"Ue, assistente! Sono pronto per un altro giorno di monitoraggio della mia pressione sanguigna.",saluti
Vorrei vedere tutte le informazioni che ho dato in passato.,richiestaDatGener
voglio inserire i dati sulla frequenza,richiestaInsDati
vorrei aggiungere i dettagli del mio consumo di caffeina.,richiestaInsDati
"Ho avuto un po’ di affanno dopo una breve passeggiata, dovrei preoccuparmi?",pazienAllarmato
la mia frequenza cardiaca è 72 battiti al minuto.,inserDatiFreq
quali sono i fattori di rischio per l’ipertensione?,spiegazioni
Vorrei rivedere tutte le letture che ho inserito.,richiestaDatTot
la mia pressione sanguigna è 135/85 e la mia frequenza cardiaca è 72.,inserDatiTot
Posso avere un elenco di tutte le informazioni che ho inserito in passato?,richiestaDatGener
Il mio battito cardiaco è 70 battiti al minuto.,inserDatiFreq
mostrarmi le misurazioni della frequenza cardiaca degli ultimi sette giorni,richiestaDatFreq
"Mi sento un po’ debole e la mia pressione sanguigna è alta, dovrei andare al pronto soccorso?",pazienAllarmato
"buongiorno, assistente! spero che tu sia pronto ad aiutarmi a gestire la mia ipertensione oggi.",saluti
Qual è la mia ultima misurazione della frequenza cardiaca visualizzata?,richiestaDatFreq
La mia ultima lettura della pressione sanguigna era di 130/85 mmHg.,inserDatiPress
mi sento bene avendo tutti i miei dati sotto controllo,pazienteSereno
quale è il tuo genere di film preferito?,fuoriCont
Ho avuto un episodio di sudorazione eccessiva la scorsa notte.,inserDatiGener
Qual è la mia media di pressione sanguigna e frequenza cardiaca di ieri?,richiestaMediaTot
quali sono le opzioni di trattamento farmacologico per l’ansia?,fuoriContMed
ho smesso di fumare da un mese.,inserDatiGener
Potrei vedere tutte le misurazioni che ho fatto?,richiestaDatTot
"ho rimediato una frattura, come dovrei fare per guarire il prima possibile?",fuoriContMed
posso registrare i dati della mia frequenza cardiaca di questo mese?,richiestaInsDati
Potrei controllare le ultime misurazioni che ho registrato?,richiestaDatTot
come l’età può influenzare l’ipertensione?,spiegazioni
Desidero consultare tutte le mie letture della frequenza cardiaca.,richiestaDatFreq
"Mi sento molto bene oggi, la mia pressione sanguigna è stabile.",pazienteSereno
Desidero consultare la mia ultima lettura del battito cardiaco.,richiestaDatFreq
oggi ho mangiato un buon piatto di pasta,fuoriCont
Mi sento molto sereno riguardo alla mia ipertensione.,pazienteSereno
"Buongiorno, assistente! Spero che tu sia pronto ad aiutarmi a gestire la mia ipertensione oggi.",saluti
La mia pressione sanguigna è 130/80 e il mio battito cardiaco è 72.,inserDatiTot
Ho appena controllato e la mia frequenza cardiaca è di 69 bpm.,inserDatiFreq
la mia pressione sanguigna è 130/80 e il mio battito cardiaco è 72.,inserDatiTot
come l’ipertensione può influenzare la mia vita quotidiana?,spiegazioni
Qual è il tuo piatto italiano preferito?,fuoriCont
Voglio vedere i dati relativi alla frequenza,richiestaDatFreq
mostra i dati su frequenza e pressione più recenti,richiestaDatTot
Posso aggiungere i dati della mia pressione sanguigna di questa mattina?,richiestaInsDati
quali sono i rischi per la salute associati all’ipertensione?,spiegazioni
Ciao,saluti
Faccio attività fisica regolare,inserDatiGener
Sono felice di informarti che la mia frequenza cardiaca è stabile e mi sento bene.,pazienteSereno
"Buongiorno, assistente! Spero tu possa darmi qualche consiglio sulla mia ipertensione oggi.",saluti
Qual è la mia media di pressione sanguigna degli ultimi due anni?,richiestaMediaPress
Media frequenza quest’anno,richiestaMediaFreq
La mia pressione sanguigna è 135/85.,inserDatiPress
posso registrare i dati della mia frequenza cardiaca del prossimo anno?,richiestaInsDati
Posso inserire i dati della mia pressione sanguigna di questo mese?,richiestaInsDati
voglio inserirti i dati relativi alla mia pressione.,richiestaInsDati
sono molto tranquillo riguardo alla mia pressione alta.,pazienteSereno
la mia frequenza cardiaca è 68 battiti al minuto.,inserDatiFreq
Qual è il tuo compositore classico preferito?,fuoriCont
"Addio, assistente! Grazie per avermi fornito informazioni preziose sulla mia ipertensione.",saluti
Qual è la mia media di frequenza cardiaca delle ultime tre settimane?,richiestaMediaFreq
Qual è la mia media di pressione sanguigna degli ultimi sei mesi?,richiestaMediaPress
Rappresenta le misurazioni della pressione arteriosa dell’ultimo mese con un immagine,richiestaDatPress
Vorrei vedere le letture della pressione che ho registrato nell’ultimo mese.,richiestaDatPress
"Ho appena finito di fare una lunga passeggiata, è stata rilassante.",fuoriCont
Potresti mostrarmi le mie letture dell’ultimo mese?,richiestaDatTot
Ho fatto le analisi del sangue e ho il valore X fuori range,fuoriContMed
Mi piacerebbe controllare le ultime letture della pressione che ho registrato.,richiestaDatPress
Qual è la mia media di pressione sanguigna e frequenza cardiaca delle ultime quattro settimane?,richiestaMediaTot
puoi fornirmi i dati sulla pressione e sulla frequenza?,richiestaDatTot
Posso inserire la mia pressione sanguigna di oggi?,richiestaInsDati
Il mio battito cardiaco è 80 battiti al minuto.,inserDatiFreq
Ho iniziato una nuova dieta povera di zuccheri.,inserDatiGener
Vorrei vedere le letture della frequenza che ho registrato negli ultimi sette giorni.,richiestaDatFreq
misurazioni della pressione sanguigna dell’ultima settimana in un grafico,richiestaDatPress
Media frequenza ultime quattro settimane,richiestaMediaFreq
"Mi sento un po' strano, quali sono i miei dati più recenti?",richiestaDatTot
Ho misurato la frequenza ed è 80 bpm.,inserDatiFreq
posso inserire la mia pressione sanguigna di oggi?,richiestaInsDati
Mi sento molto preoccupato per la mia pressione alta.,pazienAllarmato
"buonasera, assistente! spero che tu possa darmi qualche consiglio su come rilassarmi per gestire la mia ipertensione.",saluti
Vorrei vedere le misurazioni più recenti che ho registrato.,richiestaDatTot
Potresti mostrarmi le mie letture dell’ultima settimana?,richiestaDatTot
Media pressione ultime tre settimane,richiestaMediaPress
ho notato che la mia pressione sanguigna scende quando sono felice.,inserDatiGener
potresti ricordarmi i dati su pressione e frequenza registrati?,richiestaDatTot
"ho appena misurato la mia frequenza cardiaca, è 75 battiti al minuto.",inserDatiFreq
sono molto nervoso per i miei livelli di pressione sanguigna.,pazienAllarmato
Desidero visualizzare tutti i miei dati sulla pressione.,richiestaDatPress
Qual è la media delle mie misurazioni degli ultimi 7 giorni?,richiestaMediaTot
Come curo la botta presa alla schiena?,fuoriContMed
Ho avuto problemi di udito.,fuoriContMed
Quali cambiamenti nello stile di vita posso fare per gestire l’ipertensione?,spiegazioni
Desidero consultare i dati delle ultime 4 settimane,richiestaDatTot
come il colesterolo può influenzare le mie malattie cardiache?,fuoriContMed
Vorrei vedere un riepilogo di tutte le informazioni che ho inserito.,richiestaDatGener
non sono sereno date le mie ultime misurazioni,pazienAllarmato
Vorrei vedere un elenco di tutte le informazioni che ho fornito in passato.,richiestaDatGener
posso inserire i dati della mia pressione sanguigna del mese scorso?,richiestaInsDati
Non mi sento particolarmente bene. Le ultime misurazioni mi stanno preoccupando,pazienAllarmato
Ho X anni e ho una dieta equilibrata.,inserDatiGener
come il caffè può influenzare il mio sonno?,fuoriContMed
sono molto ansioso per la mia pressione alta.,pazienAllarmato
Che tipo di musica ti piace ascoltare?,fuoriCont
"ciao, assistente! sono pronto per affrontare la mia ipertensione con il tuo aiuto.",saluti
Mi sento stanco tutto il tempo.,fuoriContMed
Posso registrare i dati della mia frequenza cardiaca di stasera?,richiestaInsDati
sono preoccupato per i miei livelli di pressione sanguigna.,pazienAllarmato
vorrei la mia frequenza cardiaca media dell'ultima settimana,richiestaMediaFreq
Potrei vedere le ultime misurazioni della frequenza che ho registrato nell’ultimo mese?,richiestaDatFreq
potresti indicarmi tutti i dati registrati sulla pressione e sulla frequenza?,richiestaDatTot
La mia pressione stamattina era alta,pazienAllarmato
Ho notato un cambiamento nel mio peso.,fuoriContMed
come la gravidanza può influenzare l’ipertensione?,spiegazioni
Oggi mi sento molto rilassato grazie.,pazienteSereno
Quali sono i rischi per la salute associati all’obesità?,fuoriContMed
Vorrei rivedere i dati più recenti che ho inserito.,richiestaDatTot
Qual è la mia media di frequenza cardiaca degli ultimi 7 giorni?,richiestaMediaFreq
Posso vedere la media delle mie misurazioni delle ultime quattro settimane?,richiestaMediaTot
ho iniziato una nuova dieta povera di grassi saturi.,inserDatiGener
Sono molto calmo riguardo alla mia ipertensione.,pazienteSereno
Potresti aiutarmi a registrare le mie nuove letture della pressione sanguigna?,richiestaInsDati
Mi sento molto rilassato e la mia pressione sanguigna è ottima.,pazienteSereno
Mi sento un po’ stanco e ho notato che la mia pressione sanguigna è più alta del solito.,pazienAllarmato
Potrei vedere le ultime misurazioni della pressione che ho registrato nell’ultima settimana?,richiestaDatPress
Come l’ipertensione può influenzare la mia vita quotidiana?,spiegazioni
come il clima può influenzare la mia artrite?,fuoriContMed
come la menopausa può influenzare l’ipertensione?,spiegazioni
Qual è la mia media di pressione sanguigna e frequenza cardiaca degli ultimi nove mesi?,richiestaMediaTot
Ho fatto un incidente da giovane.,inserDatiGener
"Mi sento in forma, ho fatto esercizio fisico regolarmente questa settimana.",pazienteSereno
Posso inserire le mie ultime misurazioni?,richiestaInsDati
Come posso prevenire l’ipertensione?,spiegazioni
sono molto preoccupato per la mia ipertensione.,pazienAllarmato
"alla prossima, assistente! non vedo l’ora di continuare a lavorare con te sulla mia ipertensione.",saluti
ho fatto nuove misurazioni. La pressione è di 120/80 mentre la frequenza indicata è 90bpm,inserDatiTot
vorrei le letture su frequenza e pressione delle ultime due settimane,richiestaDatTot
sono tornata,saluti
Sono molto pacifico riguardo alla mia ipertensione.,pazienteSereno
Ho paura che la mia ipertensione possa peggiorare.,pazienAllarmato
Qual è la mia media di frequenza cardiaca delle ultime 24 ore?,richiestaMediaFreq
"Ho seguito il tuo consiglio e mi sento molto meglio, la mia pressione sanguigna è migliorata.",pazienteSereno
La mia pressione quando torno a casa dalla famiglia si alza sempre,pazienAllarmato
Qual è l'andamento dei miei dati nella settimana,richiestaDatTot
Vorrei vedere tutte le misurazioni che ho inserito.,richiestaDatTot
il mio battito cardiaco è 70 battiti al minuto.,inserDatiFreq
Vorrei sapere se l'andamento della mia pressione è stabile nel tempo,richiestaDatPress
la mia pressione sanguigna è 130/80 e il mio battito cardiaco è 70.,inserDatiTot
Vorrei vedere le letture della frequenza cardiaca che ho registrato nell’ultimo mese.,richiestaDatFreq
Qual è la tua città preferita in Italia?,fuoriCont
Dammi tutte le mie misurazioni inerenti alla pressione in un grafico,richiestaDatPress
Cosa causa l’ipertensione?,spiegazioni
Potresti mostrarmi un sommario di tutte le mie misurazioni?,richiestaDatTot
Quali sono le opzioni di trattamento farmacologico per l’ansia?,fuoriContMed
"ciao, assistente! sono pronto per un altro giorno di sfide con la mia ipertensione.",saluti
Sto cercando di limitare la caffeina per evitare picchi di pressione sanguigna.,inserDatiGener
Vorrei vedere tutte le letture della frequenza cardiaca che ho registrato.,richiestaDatFreq
Media pressione anno scorso,richiestaMediaPress
Ho smesso di fumare da un anno per migliorare la mia salute cardiovascolare.,inserDatiGener
Sono molto ansioso per la mia ipertensione.,pazienAllarmato
posso aggiungere i dati della mia pressione sanguigna di quest’anno?,richiestaInsDati
Hai mai provato a dipingere?,fuoriCont
"Parliamo del tempo, che ne pensi?",fuoriCont
Quali sono le mie statistiche dell’ultimo mese?,richiestaDatTot
come viene diagnosticata l’ipertensione?,spiegazioni
"Ciao, assistente! Spero che tu possa darmi qualche consiglio utile per la mia ipertensione oggi.",saluti
non ho paura della mia ipertensione.,pazienteSereno
Vorrei dare un’occhiata a tutte le letture della frequenza cardiaca che ho inserito.,richiestaDatFreq
Quali sono i rischi per la salute associati all’ipertensione?,spiegazioni
Desidero consultare le mie letture della pressione dell’ultima settimana.,richiestaDatPress
Qual è la mia media di pressione sanguigna e frequenza cardiaca di questa settimana?,richiestaMediaTot
Frequenza cardiaca di 100,inserDatiFreq
come lo stress può influenzare l’ipertensione?,spiegazioni
Potrei controllare le ultime misurazioni della pressione che ho registrato nell’ultima settimana?,richiestaDatPress
posso inserire i dati della mia pressione sanguigna e della mia frequenza cardiaca di oggi?,richiestaInsDati
Ho notato che la mia pressione sanguigna scende quando sono felice.,inserDatiGener
la mia alimentazione non è mai stata curata.,inserDatiGener
Quali sono stati i valori sulla frequenza cardiaca nell'ultimo mese,richiestaDatFreq
Ho 4 figli,inserDatiGener
Frequenza cardiaca in arrivo... X bpm.,inserDatiFreq
Qual è la mia media di pressione sanguigna e frequenza cardiaca di oggi?,richiestaMediaTot
Quali sono i valori generali della mia frequenza?,richiestaDatFreq
ho iniziato a prendere un nuovo farmaco per l’ipertensione.,inserDatiGener
Fornisci tutte le mie misurazioni sulla frequenza cardiaca?,richiestaDatFreq
Ho letto un libro,fuoriCont
Sono molto nervoso per la mia ipertensione.,pazienAllarmato
non sono preoccupato per la mia pressione alta.,pazienteSereno
Potresti mostrarmi le mie statistiche dell’ultima settimana?,richiestaDatTot
Potresti mostrarmi la mia ultima misurazione della frequenza cardiaca?,richiestaDatFreq
Ho iniziato una nuova dieta povera di grassi saturi.,inserDatiGener
come viene diagnosticato il cancro al seno?,fuoriContMed
Vorrei rivedere le letture che ho inserito nell’ultima settimana.,richiestaDatTot
Ho notato che la mia pressione sanguigna aumenta quando sono stressato.,inserDatiGener
"ciao, assistente! sono pronto per un altro giorno di apprendimento sulla mia ipertensione.",saluti
Posso vedere un riepilogo dei miei dati personali inseriti?,richiestaDatGener
Dammi i dati della frequenza cardiaca nell’ultima settimana,richiestaDatFreq
Dopo un trauma quanto tempo dovrei riposare?,fuoriContMed
fumo da circa 15 anni,inserDatiGener
Qual è la mia media di pressione sanguigna di oggi?,richiestaMediaPress
"Alla prossima, assistente! Non vedo l’ora di continuare a lavorare con te sulla mia ipertensione.",saluti
voglio che mi fornisci sia i dati sulla frequenza che i dati sulla pressione.,richiestaDatTot
che agitazione! non capisco perchè la misurazioni sulla frequenza mostrano risultati anomali,pazienAllarmato
hai mai provato a fare yoga?,fuoriCont
Vorrei tracciare le mie recenti misurazioni della pressione arteriosa.,richiestaInsDati
come posso prevenire le malattie cardiache?,fuoriContMed
Vorrei rivedere i dati sulla pressione che ho inserito negli ultimi sette giorni.,richiestaDatPress
Forniscimi tutte le mie misurazioni in un grafico?,richiestaDatTot
Ho notato che la mia pressione sanguigna aumenta quando faccio esercizio fisico.,inserDatiGener
"Sono un po’ nervoso, la mia pressione sanguigna è più bassa del solito.",pazienAllarmato
Desidero visualizzare i miei dati sulla pressione dell’ultimo mese.,richiestaDatPress
Mi piacerebbe controllare tutte le misurazioni che ho registrato.,richiestaDatTot
hai mai provato a fare arrampicata?,fuoriCont
Posso vedere un riassunto di tutte le informazioni che ho fornito finora?,richiestaDatGener
Media frequenza ieri,richiestaMediaFreq
"La mia pressione sanguigna è di 125/75 mmHg, secondo l’ultima misurazione.",inserDatiPress
Potrei vedere le ultime misurazioni del ritmo cardiaco che ho registrato nell’ultima settimana?,richiestaDatFreq
"Ho appena finito di fare una corsa, sono pieno di energie.",fuoriCont
posso inserire i dati della mia pressione sanguigna di stasera?,richiestaInsDati
Vorrei i dati dell’ultima settimana,richiestaDatTot
Potresti mostrarmi le mie ultime misurazioni della pressione?,richiestaDatPress
è possibile fornirti le misurazioni su pressione e frequenza?,richiestaInsDati
Qual è la mia media di frequenza cardiaca degli ultimi nove mesi?,richiestaMediaFreq
"Aiutami, c'è qualcosa che non va",pazienAllarmato
come il colesterolo può influenzare l’ipertensione?,spiegazioni
"Arrivederci, assistente! Grazie per avermi aiutato a gestire la mia ipertensione oggi.",saluti
Qual è la mia media di pressione sanguigna e frequenza cardiaca degli ultimi due anni?,richiestaMediaTot
Quant è importante tenere sotto traccia l'ipertensione?,spiegazioni
Mi piacerebbe controllare le ultime letture che ho registrato.,richiestaDatTot
Quali cambiamenti nello stile di vita posso fare per gestire il mio colesterolo alto?,fuoriContMed
qual è il tuo periodo storico preferito?,fuoriCont
Qual è la mia ultima misurazione della pressione arteriosa che ti ho fornito?,richiestaDatPress
Ho appena fatto una lettura e la mia pressione sanguigna è di 125/80 mmHg.,inserDatiPress
Media frequenza oggi,richiestaMediaFreq
La mia pressione oggi è .../...e la mia frequenza cardiaca è ... bpm.,inserDatiTot
Quando sono a rischio ipertensione?,spiegazioni
Non ricordo la traccia dei dati nell'ultimo mese,richiestaDatTot
ecco i miei valori 120 80 75,inserDatiTot
Qual è la mia media di pressione sanguigna e frequenza cardiaca delle ultime due settimane?,richiestaMediaTot
Quali sono i dati della pressione sanguigna dell’ultimo mese?,richiestaDatPress
Qual è la mia media di pressione sanguigna delle ultime 24 ore?,richiestaMediaPress
Vorrei registrare i miei ultimi dati sulla pressione sanguigna.,richiestaInsDati
puoi fornirmi tutti i dati registrati sulla pressione e sulla frequenza?,richiestaDatTot
Vorrei rivedere le letture che ho inserito nelle 4 settimane precedenti.,richiestaDatTot
ho smesso di bere caffè da una settimana.,inserDatiGener
Dammi i dati della frequenza cardiaca nell’ultimo mese,richiestaDatFreq
come il clima può influenzare l’ipertensione?,spiegazioni
mi sento molto preoccupato per la mia pressione alta.,pazienAllarmato
il mio battito cardiaco è 80 battiti al minuto.,inserDatiFreq
la mia pressione sanguigna attuale è 125/80.,inserDatiPress
Vorrei vedere tutte le letture della pressione che ho registrato.,richiestaDatPress
Hai mai provato a fare sci di fondo?,fuoriCont
Fortunatamente mi sento stabile.,pazienteSereno
Qual è il tuo museo d’arte preferito?,fuoriCont
posso registrare i dati della mia frequenza cardiaca di quest’anno?,richiestaInsDati
Vorrei dare un’occhiata alle letture che ho inserito negli ultimi 7 giorni.,richiestaDatTot
Ho iniziato a seguire una dieta a basso contenuto di sale per aiutare a controllare la mia pressione sanguigna.,inserDatiGener
Ho bisogno di aiuto urgentemente,pazienAllarmato
Ho smesso di bere caffè da una settimana.,inserDatiGener
